"Plot Title: 20781943"
"#","Date Time, GMT-04:00","Low Range, μS/cm (LGR S/N: 20781943, SEN S/N: 20781943)","Full Range, μS/cm (LGR S/N: 20781943, SEN S/N: 20781943)","Temp, °C (LGR S/N: 20781943, SEN S/N: 20781943)"
1889,20-03-15 10:05:00 PM,11.6,8.4,12.27
1890,20-03-15 10:10:00 PM,11.6,8.8,12.26
1891,20-03-15 10:15:00 PM,12.2,8.8,12.25
1892,20-03-15 10:20:00 PM,11.6,8.8,12.24
1893,20-03-15 10:25:00 PM,11.6,8.8,12.23
1894,20-03-15 10:30:00 PM,11.6,8.4,12.23
1895,20-03-15 10:35:00 PM,11.6,8.8,12.22
1896,20-03-15 10:40:00 PM,11.6,8.8,12.20
1897,20-03-15 10:45:00 PM,12.3,9.5,12.20
1898,20-03-15 10:50:00 PM,11.6,8.8,12.20
1899,20-03-15 10:55:00 PM,11.6,8.8,12.17
1900,20-03-15 11:00:00 PM,11.6,8.8,12.17
1901,20-03-15 11:05:00 PM,11.6,8.8,12.17
1902,20-03-15 11:10:00 PM,11.6,8.8,12.16
1903,20-03-15 11:15:00 PM,11.6,8.8,12.14
1904,20-03-15 11:20:00 PM,11.6,8.8,12.13
1905,20-03-15 11:25:00 PM,11.6,8.8,12.13
1906,20-03-15 11:30:00 PM,11.6,8.8,12.12
1907,20-03-15 11:35:00 PM,11.6,8.4,12.11
1908,20-03-15 11:40:00 PM,11.6,8.8,12.10
1909,20-03-15 11:45:00 PM,11.6,8.4,12.10
1910,20-03-15 11:50:00 PM,11.6,8.8,12.08
1911,20-03-15 11:55:00 PM,11.6,8.8,12.08
1912,20-03-16 12:00:00 AM,11.7,8.8,12.08
1913,20-03-16 12:05:00 AM,11.7,8.8,12.06
1914,20-03-16 12:10:00 AM,11.6,8.4,12.05
1915,20-03-16 12:15:00 AM,11.6,8.8,12.04
1916,20-03-16 12:20:00 AM,11.6,8.4,12.04
1917,20-03-16 12:25:00 AM,11.6,8.8,12.04
1918,20-03-16 12:30:00 AM,11.5,8.8,12.02
1919,20-03-16 12:35:00 AM,11.6,8.8,12.02
1920,20-03-16 12:40:00 AM,11.6,8.8,12.00
1921,20-03-16 12:45:00 AM,11.6,8.8,12.00
1922,20-03-16 12:50:00 AM,11.6,8.4,11.99
1923,20-03-16 12:55:00 AM,11.6,8.8,11.97
1924,20-03-16 01:00:00 AM,11.6,8.8,11.97
1925,20-03-16 01:05:00 AM,11.6,8.8,11.95
1926,20-03-16 01:10:00 AM,11.6,8.8,11.94
1927,20-03-16 01:15:00 AM,11.6,8.4,11.94
1928,20-03-16 01:20:00 AM,11.6,8.8,11.93
1929,20-03-16 01:25:00 AM,11.6,8.8,11.92
1930,20-03-16 01:30:00 AM,11.6,8.8,11.92
1931,20-03-16 01:35:00 AM,11.6,8.8,11.91
1932,20-03-16 01:40:00 AM,11.6,8.8,11.89
1933,20-03-16 01:45:00 AM,11.5,8.8,11.89
1934,20-03-16 01:50:00 AM,11.6,8.8,11.87
1935,20-03-16 01:55:00 AM,11.6,8.8,11.87
1936,20-03-16 02:00:00 AM,11.5,8.8,11.86
1937,20-03-16 02:05:00 AM,11.6,8.8,11.85
1938,20-03-16 02:10:00 AM,11.5,8.8,11.85
1939,20-03-16 02:15:00 AM,11.6,8.8,11.83
1940,20-03-16 02:20:00 AM,11.5,8.8,11.82
1941,20-03-16 02:25:00 AM,11.6,8.4,11.81
1942,20-03-16 02:30:00 AM,11.6,8.8,11.81
1943,20-03-16 02:35:00 AM,11.5,8.8,11.81
1944,20-03-16 02:40:00 AM,11.6,9.1,11.80
1945,20-03-16 02:45:00 AM,12.0,8.8,11.79
1946,20-03-16 02:50:00 AM,11.5,8.8,11.77
1947,20-03-16 02:55:00 AM,11.5,8.8,11.77
1948,20-03-16 03:00:00 AM,11.5,8.8,11.77
1949,20-03-16 03:05:00 AM,11.8,8.8,11.76
1950,20-03-16 03:10:00 AM,11.5,8.4,11.74
1951,20-03-16 03:15:00 AM,11.5,8.8,11.73
1952,20-03-16 03:20:00 AM,11.5,8.8,11.72
1953,20-03-16 03:25:00 AM,11.5,8.4,11.72
1954,20-03-16 03:30:00 AM,11.5,8.8,11.70
1955,20-03-16 03:35:00 AM,11.4,8.8,11.69
1956,20-03-16 03:40:00 AM,11.5,8.8,11.68
1957,20-03-16 03:45:00 AM,11.5,8.8,11.67
1958,20-03-16 03:50:00 AM,11.4,8.8,11.66
1959,20-03-16 03:55:00 AM,11.5,8.8,11.66
1960,20-03-16 04:00:00 AM,11.5,8.4,11.64
1961,20-03-16 04:05:00 AM,11.4,8.8,11.63
1962,20-03-16 04:10:00 AM,11.5,8.8,11.62
1963,20-03-16 04:15:00 AM,11.5,8.8,11.62
1964,20-03-16 04:20:00 AM,11.5,8.8,11.62
1965,20-03-16 04:25:00 AM,11.5,8.8,11.61
1966,20-03-16 04:30:00 AM,11.4,8.8,11.60
1967,20-03-16 04:35:00 AM,11.5,8.4,11.58
1968,20-03-16 04:40:00 AM,11.5,8.4,11.58
1969,20-03-16 04:45:00 AM,11.4,8.8,11.58
1970,20-03-16 04:50:00 AM,11.5,8.8,11.57
1971,20-03-16 04:55:00 AM,11.5,8.8,11.56
1972,20-03-16 05:00:00 AM,11.5,8.4,11.55
1973,20-03-16 05:05:00 AM,11.4,8.8,11.55
1974,20-03-16 05:10:00 AM,11.5,8.8,11.54
1975,20-03-16 05:15:00 AM,11.5,8.8,11.52
1976,20-03-16 05:20:00 AM,11.5,8.4,11.52
1977,20-03-16 05:25:00 AM,11.5,8.4,11.51
1978,20-03-16 05:30:00 AM,11.5,8.8,11.50
1979,20-03-16 05:35:00 AM,11.4,8.8,11.50
1980,20-03-16 05:40:00 AM,11.5,8.8,11.50
1981,20-03-16 05:45:00 AM,11.4,8.4,11.48
1982,20-03-16 05:50:00 AM,11.5,8.8,11.49
1983,20-03-16 05:55:00 AM,11.5,8.8,11.48
1984,20-03-16 06:00:00 AM,11.5,8.8,11.45
1985,20-03-16 06:05:00 AM,11.4,8.8,11.44
1986,20-03-16 06:10:00 AM,11.4,8.8,11.44
1987,20-03-16 06:15:00 AM,11.5,8.8,11.44
1988,20-03-16 06:20:00 AM,12.3,8.8,11.43
1989,20-03-16 06:25:00 AM,11.4,8.8,11.42
1990,20-03-16 06:30:00 AM,11.4,8.8,11.42
1991,20-03-16 06:35:00 AM,11.5,8.8,11.41
1992,20-03-16 06:40:00 AM,11.8,8.8,11.39
1993,20-03-16 06:45:00 AM,11.5,8.8,11.38
1994,20-03-16 06:50:00 AM,11.4,8.4,11.38
1995,20-03-16 06:55:00 AM,11.4,8.8,11.37
1996,20-03-16 07:00:00 AM,11.4,8.8,11.36
1997,20-03-16 07:05:00 AM,11.5,8.4,11.35
1998,20-03-16 07:10:00 AM,11.4,8.8,11.35
1999,20-03-16 07:15:00 AM,11.5,8.8,11.33
2000,20-03-16 07:20:00 AM,11.6,8.8,11.32
2001,20-03-16 07:25:00 AM,11.4,8.4,11.31
2002,20-03-16 07:30:00 AM,11.5,8.8,11.30
2003,20-03-16 07:35:00 AM,11.4,8.4,11.29
2004,20-03-16 07:40:00 AM,11.4,8.8,11.26
2005,20-03-16 07:45:00 AM,11.4,8.8,11.26
2006,20-03-16 07:50:00 AM,11.4,8.8,11.25
2007,20-03-16 07:55:00 AM,11.4,8.4,11.24
2008,20-03-16 08:00:00 AM,11.4,8.4,11.23
2009,20-03-16 08:05:00 AM,11.4,8.4,11.23
2010,20-03-16 08:10:00 AM,11.4,8.8,11.22
2011,20-03-16 08:15:00 AM,11.4,8.4,11.22
2012,20-03-16 08:20:00 AM,11.4,8.4,11.20
2013,20-03-16 08:25:00 AM,11.4,8.8,11.20
2014,20-03-16 08:30:00 AM,11.4,8.4,11.20
2015,20-03-16 08:35:00 AM,11.5,8.8,11.20
2016,20-03-16 08:40:00 AM,11.4,8.4,11.20
2017,20-03-16 08:45:00 AM,11.4,8.8,11.19
2018,20-03-16 08:50:00 AM,11.4,8.8,11.18
2019,20-03-16 08:55:00 AM,11.4,8.4,11.17
2020,20-03-16 09:00:00 AM,11.4,8.8,11.16
2021,20-03-16 09:05:00 AM,11.4,8.8,11.16
2022,20-03-16 09:10:00 AM,11.4,8.8,11.16
2023,20-03-16 09:15:00 AM,11.4,8.4,11.14
2024,20-03-16 09:20:00 AM,11.4,8.8,11.16
2025,20-03-16 09:25:00 AM,11.5,8.8,11.16
2026,20-03-16 09:30:00 AM,11.4,8.8,11.16
2027,20-03-16 09:35:00 AM,11.4,8.4,11.16
2028,20-03-16 09:40:00 AM,11.4,8.8,11.16
2029,20-03-16 09:45:00 AM,11.4,8.4,11.16
2030,20-03-16 09:50:00 AM,11.4,8.8,11.16
2031,20-03-16 09:55:00 AM,11.4,8.8,11.17
2032,20-03-16 10:00:00 AM,11.4,8.8,11.17
2033,20-03-16 10:05:00 AM,11.4,8.8,11.18
2034,20-03-16 10:10:00 AM,11.4,8.4,11.18
2035,20-03-16 10:15:00 AM,11.4,8.8,11.18
2036,20-03-16 10:20:00 AM,11.4,8.8,11.19
2037,20-03-16 10:25:00 AM,11.5,8.4,11.18
2038,20-03-16 10:30:00 AM,11.4,8.4,11.20
2039,20-03-16 10:35:00 AM,11.4,8.8,11.20
2040,20-03-16 10:40:00 AM,11.4,8.8,11.23
2041,20-03-16 10:45:00 AM,11.4,8.4,11.23
2042,20-03-16 10:50:00 AM,11.4,8.4,11.26
2043,20-03-16 10:55:00 AM,11.4,8.4,11.25
2044,20-03-16 11:00:00 AM,11.4,8.8,11.27
2045,20-03-16 11:05:00 AM,11.4,8.4,11.30
2046,20-03-16 11:10:00 AM,11.4,8.8,11.36
2047,20-03-16 11:15:00 AM,11.4,8.8,11.38
2048,20-03-16 11:20:00 AM,11.4,8.8,11.39
2049,20-03-16 11:25:00 AM,11.4,8.8,11.42
2050,20-03-16 11:30:00 AM,11.4,8.8,11.43
2051,20-03-16 11:35:00 AM,11.4,8.8,11.45
2052,20-03-16 11:40:00 AM,11.5,8.8,11.47
2053,20-03-16 11:45:00 AM,11.5,8.4,11.48
2054,20-03-16 11:50:00 AM,11.5,8.8,11.48
2055,20-03-16 11:55:00 AM,11.5,8.8,11.50
2056,20-03-16 12:00:00 PM,11.4,8.8,11.52
2057,20-03-16 12:05:00 PM,11.6,8.8,11.52
2058,20-03-16 12:10:00 PM,11.4,8.8,11.51
2059,20-03-16 12:15:00 PM,11.5,8.8,11.51
2060,20-03-16 12:20:00 PM,11.5,8.8,11.55
2061,20-03-16 12:25:00 PM,11.4,8.8,11.58
2062,20-03-16 12:30:00 PM,11.5,9.1,11.61
2063,20-03-16 12:35:00 PM,11.5,8.4,11.62
2064,20-03-16 12:40:00 PM,11.5,8.8,11.64
2065,20-03-16 12:45:00 PM,11.6,8.8,11.62
2066,20-03-16 12:50:00 PM,11.6,8.8,11.58
2067,20-03-16 12:55:00 PM,11.5,8.4,11.61
2068,20-03-16 01:00:00 PM,11.5,8.8,11.66
2069,20-03-16 01:05:00 PM,11.5,8.8,11.60
2070,20-03-16 01:10:00 PM,11.5,8.8,11.64
2071,20-03-16 01:15:00 PM,11.6,8.8,11.74
2072,20-03-16 01:20:00 PM,11.6,8.8,11.73
2073,20-03-16 01:25:00 PM,11.6,8.8,11.69
2074,20-03-16 01:30:00 PM,11.5,8.8,11.66
2075,20-03-16 01:35:00 PM,11.6,8.8,11.68
2076,20-03-16 01:40:00 PM,11.6,8.8,11.70
2077,20-03-16 01:45:00 PM,11.6,8.8,11.81
2078,20-03-16 01:50:00 PM,11.6,8.8,11.83
2079,20-03-16 01:55:00 PM,11.6,8.8,11.80
2080,20-03-16 02:00:00 PM,11.6,8.8,11.81
2081,20-03-16 02:05:00 PM,11.6,8.8,11.85
2082,20-03-16 02:10:00 PM,11.6,8.8,11.86
2083,20-03-16 02:15:00 PM,11.6,8.8,11.89
2084,20-03-16 02:20:00 PM,11.6,8.8,11.89
2085,20-03-16 02:25:00 PM,11.6,8.8,11.92
2086,20-03-16 02:30:00 PM,11.6,8.8,11.97
2087,20-03-16 02:35:00 PM,11.6,8.8,11.95
2088,20-03-16 02:40:00 PM,11.6,9.1,11.94
2089,20-03-16 02:45:00 PM,11.6,8.8,11.95
2090,20-03-16 02:50:00 PM,11.7,8.8,11.95
2091,20-03-16 02:55:00 PM,11.6,8.8,12.01
2092,20-03-16 03:00:00 PM,11.6,8.8,12.04
2093,20-03-16 03:05:00 PM,11.7,8.8,12.06
2094,20-03-16 03:10:00 PM,11.7,8.8,12.06
2095,20-03-16 03:15:00 PM,11.8,9.1,12.06
2096,20-03-16 03:20:00 PM,11.8,8.8,12.07
2097,20-03-16 03:25:00 PM,11.7,8.8,12.10
2098,20-03-16 03:30:00 PM,11.7,8.8,12.11
2099,20-03-16 03:35:00 PM,11.7,8.8,12.14
2100,20-03-16 03:40:00 PM,11.7,8.8,12.17
2101,20-03-16 03:45:00 PM,11.7,8.8,12.17
2102,20-03-16 03:50:00 PM,11.7,8.8,12.14
2103,20-03-16 03:55:00 PM,11.7,8.8,12.14
2104,20-03-16 04:00:00 PM,11.7,8.8,12.18
2105,20-03-16 04:05:00 PM,11.6,8.8,12.22
2106,20-03-16 04:10:00 PM,11.7,8.8,12.24
2107,20-03-16 04:15:00 PM,11.7,9.1,12.25
2108,20-03-16 04:20:00 PM,11.8,8.8,12.25
2109,20-03-16 04:25:00 PM,11.7,8.8,12.20
2110,20-03-16 04:30:00 PM,11.7,9.1,12.22
2111,20-03-16 04:35:00 PM,11.7,8.8,12.22
2112,20-03-16 04:40:00 PM,11.6,8.8,12.23
2113,20-03-16 04:45:00 PM,11.8,8.8,12.26
2114,20-03-16 04:50:00 PM,11.8,9.1,12.27
2115,20-03-16 04:55:00 PM,11.8,9.1,12.31
2116,20-03-16 05:00:00 PM,11.7,9.1,12.30
2117,20-03-16 05:05:00 PM,11.8,8.8,12.36
2118,20-03-16 05:10:00 PM,11.7,8.8,12.31
2119,20-03-16 05:15:00 PM,11.8,8.8,12.33
2120,20-03-16 05:20:00 PM,11.8,8.8,12.35
2121,20-03-16 05:25:00 PM,11.8,8.8,12.35
2122,20-03-16 05:30:00 PM,11.8,8.8,12.35
2123,20-03-16 05:35:00 PM,11.8,9.1,12.35
2124,20-03-16 05:40:00 PM,11.8,9.5,12.37
2125,20-03-16 05:45:00 PM,11.9,9.1,12.38
2126,20-03-16 05:50:00 PM,11.9,8.8,12.39
2127,20-03-16 05:55:00 PM,11.7,8.8,12.39
2128,20-03-16 06:00:00 PM,11.7,9.1,12.37
2129,20-03-16 06:05:00 PM,11.8,8.8,12.36
2130,20-03-16 06:10:00 PM,11.8,8.8,12.37
2131,20-03-16 06:15:00 PM,11.8,9.1,12.37
2132,20-03-16 06:20:00 PM,11.8,9.1,12.36
2133,20-03-16 06:25:00 PM,11.8,8.8,12.38
2134,20-03-16 06:30:00 PM,11.9,9.1,12.41
2135,20-03-16 06:35:00 PM,11.8,9.1,12.41
2136,20-03-16 06:40:00 PM,11.8,9.1,12.43
2137,20-03-16 06:45:00 PM,11.7,8.8,12.33
2138,20-03-16 06:50:00 PM,11.8,8.8,12.37
2139,20-03-16 06:55:00 PM,11.8,8.8,12.39
2140,20-03-16 07:00:00 PM,11.8,8.8,12.39
2141,20-03-16 07:05:00 PM,11.8,9.1,12.38
2142,20-03-16 07:10:00 PM,11.9,8.8,12.39
2143,20-03-16 07:15:00 PM,11.8,8.8,12.42
2144,20-03-16 07:20:00 PM,11.8,9.1,12.42
2145,20-03-16 07:25:00 PM,11.8,9.1,12.43
2146,20-03-16 07:30:00 PM,11.9,9.1,12.42
2147,20-03-16 07:35:00 PM,11.9,9.1,12.42
2148,20-03-16 07:40:00 PM,11.9,9.1,12.42
2149,20-03-16 07:45:00 PM,12.0,9.1,12.43
2150,20-03-16 07:50:00 PM,12.0,9.1,12.44
2151,20-03-16 07:55:00 PM,11.9,9.1,12.44
2152,20-03-16 08:00:00 PM,11.9,9.1,12.45
2153,20-03-16 08:05:00 PM,11.9,9.1,12.44
2154,20-03-16 08:10:00 PM,11.9,9.1,12.43
2155,20-03-16 08:15:00 PM,12.0,9.1,12.44
2156,20-03-16 08:20:00 PM,12.0,9.1,12.44
2157,20-03-16 08:25:00 PM,12.0,9.1,12.44
2158,20-03-16 08:30:00 PM,12.0,9.1,12.44
2159,20-03-16 08:35:00 PM,11.9,9.1,12.44
2160,20-03-16 08:40:00 PM,11.9,9.1,12.44
2161,20-03-16 08:45:00 PM,11.9,9.1,12.45
2162,20-03-16 08:50:00 PM,11.9,9.1,12.45
2163,20-03-16 08:55:00 PM,12.0,9.1,12.47
2164,20-03-16 09:00:00 PM,12.2,9.1,12.45
2165,20-03-16 09:05:00 PM,12.0,9.1,12.47
2166,20-03-16 09:10:00 PM,12.0,9.1,12.45
2167,20-03-16 09:15:00 PM,11.9,9.1,12.45
2168,20-03-16 09:20:00 PM,12.0,9.1,12.47
2169,20-03-16 09:25:00 PM,11.9,9.1,12.48
2170,20-03-16 09:30:00 PM,11.9,8.8,12.48
2171,20-03-16 09:35:00 PM,12.0,9.1,12.48
2172,20-03-16 09:40:00 PM,12.0,9.1,12.47
2173,20-03-16 09:45:00 PM,12.0,9.1,12.49
2174,20-03-16 09:50:00 PM,12.0,9.5,12.49
2175,20-03-16 09:55:00 PM,11.9,9.1,12.49
2176,20-03-16 10:00:00 PM,12.0,9.1,12.49
2177,20-03-16 10:05:00 PM,12.0,9.1,12.49
2178,20-03-16 10:10:00 PM,12.0,9.1,12.49
2179,20-03-16 10:15:00 PM,12.0,9.1,12.50
2180,20-03-16 10:20:00 PM,11.9,9.1,12.51
2181,20-03-16 10:25:00 PM,11.9,9.1,12.52
2182,20-03-16 10:30:00 PM,12.2,9.5,12.52
2183,20-03-16 10:35:00 PM,11.9,9.1,12.51
2184,20-03-16 10:40:00 PM,11.9,8.8,12.50
2185,20-03-16 10:45:00 PM,11.8,9.1,12.50
2186,20-03-16 10:50:00 PM,11.9,9.1,12.50
2187,20-03-16 10:55:00 PM,11.9,9.1,12.49
2188,20-03-16 11:00:00 PM,11.9,9.1,12.48
2189,20-03-16 11:05:00 PM,11.8,9.1,12.47
2190,20-03-16 11:10:00 PM,11.8,8.8,12.44
2191,20-03-16 11:15:00 PM,11.8,9.1,12.45
2192,20-03-16 11:20:00 PM,11.8,9.1,12.45
2193,20-03-16 11:25:00 PM,11.8,8.8,12.45
2194,20-03-16 11:30:00 PM,11.8,9.1,12.45
2195,20-03-16 11:35:00 PM,12.0,9.1,12.43
2196,20-03-16 11:40:00 PM,12.3,9.5,12.44
2197,20-03-16 11:45:00 PM,12.0,9.1,12.43
2198,20-03-16 11:50:00 PM,11.9,9.1,12.42
2199,20-03-16 11:55:00 PM,11.9,9.1,12.41
2200,20-03-17 12:00:00 AM,11.9,9.1,12.39
2201,20-03-17 12:05:00 AM,12.0,9.1,12.38
2202,20-03-17 12:10:00 AM,11.9,8.8,12.38
2203,20-03-17 12:15:00 AM,11.9,8.8,12.38
2204,20-03-17 12:20:00 AM,11.9,9.1,12.36
2205,20-03-17 12:25:00 AM,11.9,9.1,12.37
2206,20-03-17 12:30:00 AM,11.9,9.1,12.37
2207,20-03-17 12:35:00 AM,12.0,9.1,12.36
2208,20-03-17 12:40:00 AM,12.0,9.1,12.35
2209,20-03-17 12:45:00 AM,11.9,9.1,12.32
2210,20-03-17 12:50:00 AM,11.9,9.1,12.32
2211,20-03-17 12:55:00 AM,11.9,9.1,12.31
2212,20-03-17 01:00:00 AM,11.8,9.1,12.30
2213,20-03-17 01:05:00 AM,11.8,8.8,12.30
2214,20-03-17 01:10:00 AM,11.8,8.8,12.29
2215,20-03-17 01:15:00 AM,11.7,9.1,12.29
2216,20-03-17 01:20:00 AM,11.8,9.1,12.26
2217,20-03-17 01:25:00 AM,11.8,8.8,12.26
2218,20-03-17 01:30:00 AM,11.8,9.1,12.25
2219,20-03-17 01:35:00 AM,11.7,9.1,12.25
2220,20-03-17 01:40:00 AM,12.2,9.5,12.24
2221,20-03-17 01:45:00 AM,11.8,8.8,12.24
2222,20-03-17 01:50:00 AM,11.7,9.1,12.22
2223,20-03-17 01:55:00 AM,11.8,9.1,12.22
2224,20-03-17 02:00:00 AM,11.8,9.1,12.20
2225,20-03-17 02:05:00 AM,11.8,8.4,12.19
2226,20-03-17 02:10:00 AM,11.9,9.1,12.18
2227,20-03-17 02:15:00 AM,11.8,8.8,12.18
2228,20-03-17 02:20:00 AM,11.8,9.1,12.17
2229,20-03-17 02:25:00 AM,11.7,9.1,12.16
2230,20-03-17 02:30:00 AM,11.8,9.1,12.14
2231,20-03-17 02:35:00 AM,11.7,9.1,12.14
2232,20-03-17 02:40:00 AM,11.8,9.1,12.13
2233,20-03-17 02:45:00 AM,11.7,8.8,12.13
2234,20-03-17 02:50:00 AM,11.8,8.8,12.12
2235,20-03-17 02:55:00 AM,11.8,8.8,12.11
2236,20-03-17 03:00:00 AM,11.8,9.1,12.11
2237,20-03-17 03:05:00 AM,12.0,9.1,12.10
2238,20-03-17 03:10:00 AM,12.0,9.1,12.10
2239,20-03-17 03:15:00 AM,11.9,9.1,12.08
2240,20-03-17 03:20:00 AM,11.8,8.8,12.07
2241,20-03-17 03:25:00 AM,11.8,8.8,12.07
2242,20-03-17 03:30:00 AM,11.7,8.8,12.07
2243,20-03-17 03:35:00 AM,11.8,8.8,12.06
2244,20-03-17 03:40:00 AM,11.8,9.1,12.06
2245,20-03-17 03:45:00 AM,11.8,8.8,12.05
2246,20-03-17 03:50:00 AM,11.8,8.8,12.04
2247,20-03-17 03:55:00 AM,11.7,9.1,12.04
2248,20-03-17 04:00:00 AM,11.8,8.8,12.04
2249,20-03-17 04:05:00 AM,11.7,9.1,12.01
2250,20-03-17 04:10:00 AM,11.7,8.8,12.01
2251,20-03-17 04:15:00 AM,11.7,8.8,12.01
2252,20-03-17 04:20:00 AM,11.7,8.8,12.00
2253,20-03-17 04:25:00 AM,11.7,8.8,12.00
2254,20-03-17 04:30:00 AM,11.7,9.1,11.99
2255,20-03-17 04:35:00 AM,11.7,8.8,11.98
2256,20-03-17 04:40:00 AM,11.6,8.8,11.95
2257,20-03-17 04:45:00 AM,11.6,8.8,11.95
2258,20-03-17 04:50:00 AM,11.6,8.8,11.95
2259,20-03-17 04:55:00 AM,11.6,8.8,11.94
2260,20-03-17 05:00:00 AM,11.6,8.8,11.94
2261,20-03-17 05:05:00 AM,11.6,8.8,11.94
2262,20-03-17 05:10:00 AM,11.6,8.8,11.94
2263,20-03-17 05:15:00 AM,11.7,8.8,11.93
2264,20-03-17 05:20:00 AM,11.8,8.8,11.92
2265,20-03-17 05:25:00 AM,11.7,8.8,11.91
2266,20-03-17 05:30:00 AM,11.6,8.8,11.91
2267,20-03-17 05:35:00 AM,11.6,8.4,11.91
2268,20-03-17 05:40:00 AM,11.6,9.1,11.91
2269,20-03-17 05:45:00 AM,11.7,8.8,11.88
2270,20-03-17 05:50:00 AM,11.7,8.8,11.88
2271,20-03-17 05:55:00 AM,11.7,8.8,11.88
2272,20-03-17 06:00:00 AM,11.6,8.8,11.87
2273,20-03-17 06:05:00 AM,11.7,8.8,11.86
2274,20-03-17 06:10:00 AM,11.6,8.8,11.87
2275,20-03-17 06:15:00 AM,11.7,8.8,11.86
2276,20-03-17 06:20:00 AM,11.7,8.4,11.85
2277,20-03-17 06:25:00 AM,11.7,8.8,11.83
2278,20-03-17 06:30:00 AM,11.7,9.1,11.83
2279,20-03-17 06:35:00 AM,11.6,8.8,11.82
2280,20-03-17 06:40:00 AM,11.6,9.1,11.82
2281,20-03-17 06:45:00 AM,11.8,8.8,11.81
2282,20-03-17 06:50:00 AM,11.9,9.5,11.81
2283,20-03-17 06:55:00 AM,11.7,8.8,11.81
2284,20-03-17 07:00:00 AM,11.6,9.1,11.81
2285,20-03-17 07:05:00 AM,11.7,8.8,11.80
2286,20-03-17 07:10:00 AM,11.7,8.8,11.79
2287,20-03-17 07:15:00 AM,11.7,8.8,11.79
2288,20-03-17 07:20:00 AM,11.7,9.1,11.79
2289,20-03-17 07:25:00 AM,11.7,8.8,11.77
2290,20-03-17 07:30:00 AM,11.7,8.8,11.76
2291,20-03-17 07:35:00 AM,11.6,8.8,11.75
2292,20-03-17 07:40:00 AM,11.6,8.8,11.75
2293,20-03-17 07:45:00 AM,11.6,8.8,11.75
2294,20-03-17 07:50:00 AM,11.6,8.8,11.75
2295,20-03-17 07:55:00 AM,11.6,8.8,11.73
2296,20-03-17 08:00:00 AM,11.6,8.8,11.73
2297,20-03-17 08:05:00 AM,11.6,8.8,11.74
2298,20-03-17 08:10:00 AM,11.6,8.8,11.73
2299,20-03-17 08:15:00 AM,11.6,9.1,11.73
2300,20-03-17 08:20:00 AM,11.6,8.8,11.73
2301,20-03-17 08:25:00 AM,11.6,8.8,11.72
2302,20-03-17 08:30:00 AM,11.6,8.4,11.70
2303,20-03-17 08:35:00 AM,11.6,8.8,11.72
2304,20-03-17 08:40:00 AM,11.6,8.8,11.72
2305,20-03-17 08:45:00 AM,11.6,8.8,11.70
2306,20-03-17 08:50:00 AM,11.7,8.8,11.70
2307,20-03-17 08:55:00 AM,11.6,8.8,11.70
2308,20-03-17 09:00:00 AM,11.7,8.8,11.70
2309,20-03-17 09:05:00 AM,11.7,8.8,11.69
2310,20-03-17 09:10:00 AM,11.7,8.8,11.69
2311,20-03-17 09:15:00 AM,11.6,8.8,11.70
2312,20-03-17 09:20:00 AM,11.7,8.8,11.70
2313,20-03-17 09:25:00 AM,11.7,9.1,11.70
2314,20-03-17 09:30:00 AM,11.7,8.8,11.70
2315,20-03-17 09:35:00 AM,11.7,8.8,11.70
2316,20-03-17 09:40:00 AM,11.7,8.8,11.72
2317,20-03-17 09:45:00 AM,11.7,9.1,11.73
2318,20-03-17 09:50:00 AM,11.7,8.8,11.73
2319,20-03-17 09:55:00 AM,11.8,9.5,11.73
2320,20-03-17 10:00:00 AM,11.7,8.8,11.74
2321,20-03-17 10:05:00 AM,11.6,8.8,11.74
2322,20-03-17 10:10:00 AM,11.7,8.8,11.74
2323,20-03-17 10:15:00 AM,11.6,8.8,11.75
2324,20-03-17 10:20:00 AM,11.6,8.8,11.75
2325,20-03-17 10:25:00 AM,11.6,8.8,11.76
2326,20-03-17 10:30:00 AM,11.7,8.8,11.76
2327,20-03-17 10:35:00 AM,11.6,8.8,11.77
2328,20-03-17 10:40:00 AM,11.6,9.1,11.80
2329,20-03-17 10:45:00 AM,11.6,8.8,11.80
2330,20-03-17 10:50:00 AM,11.7,8.8,11.83
2331,20-03-17 10:55:00 AM,11.7,8.8,11.86
2332,20-03-17 11:00:00 AM,11.7,9.5,11.87
2333,20-03-17 11:05:00 AM,11.7,9.1,11.86
2334,20-03-17 11:10:00 AM,11.7,9.1,11.87
2335,20-03-17 11:15:00 AM,11.7,8.8,11.89
2336,20-03-17 11:20:00 AM,11.7,8.8,11.88
2337,20-03-17 11:25:00 AM,11.8,8.8,11.89
2338,20-03-17 11:30:00 AM,11.7,8.8,11.87
2339,20-03-17 11:35:00 AM,11.8,8.8,11.88
2340,20-03-17 11:40:00 AM,11.7,8.8,11.89
2341,20-03-17 11:45:00 AM,11.8,8.8,11.92
2342,20-03-17 11:50:00 AM,11.8,9.1,11.92
2343,20-03-17 11:55:00 AM,11.8,8.8,11.93
2344,20-03-17 12:00:00 PM,11.8,9.1,11.95
2345,20-03-17 12:05:00 PM,12.3,9.5,11.97
2346,20-03-17 12:10:00 PM,11.8,8.8,11.97
2347,20-03-17 12:15:00 PM,11.7,8.8,11.98
2348,20-03-17 12:20:00 PM,11.8,9.1,12.00
2349,20-03-17 12:25:00 PM,11.8,8.8,12.00
2350,20-03-17 12:30:00 PM,11.8,9.1,12.01
